study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_layout	nominal_length	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	first_created
PRJNA50135	SRP011598	SAMN00829111	SRS301806	SRX130323	SRR447211	SRA050972	858675	Lactobacillus vaginalis EX336960VC11	LS454	454 GS FLX Titanium	Lactobacillus vaginalis EX336960VC11-library	SINGLE		WGS	GENOMIC	RANDOM	113889	69704527	Virginia Commonwealth University	2012-07-30	2015-06-19	454 GS FLX Titanium sequencing; Lactobacillus vaginalis EX336960VC11 Sequencing	Demonstration Project Reference Genome for Human Microbiome Project	EX336960VC11	EX336960VC11	EX336960VC11	48769985	1c8e8a8b6329b3fa8f323f9036a970f3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447211/SRR447211.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447211/SRR447211.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447211/SRR447211.fastq.gz							150681057	d616bad31ba52461569bae2a3f118a88	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447211	fasp.sra.ebi.ac.uk:/vol1/srr/SRR447/SRR447211	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447211				EX336960VC11		Lactobacillus vaginalis EX336960VC11	2012-07-30
PRJNA50135	SRP011598	SAMN00829111	SRS301806	SRX130916	SRR447212	SRA050972	858675	Lactobacillus vaginalis EX336960VC11	ILLUMINA	Illumina Genome Analyzer II	EX336960VC11	PAIRED		WGS	GENOMIC	RANDOM	120784	12078400	Virginia Commonwealth University	2012-07-30	2015-06-19	Illumina Genome Analyzer II sequencing; VCU VaHMP Lactobacillus vaginalis EX336960VC11	Demonstration Project Reference Genome for Human Microbiome Project	EX336960VC11	EX336960VC11-1	EX336960VC11-1	4209609;4268345;	41c4de06f4e2846c46e1f36f1575a80b;34c83cb052b762b4ba03aaa3e8ba1b5e;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447212/SRR447212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447212/SRR447212_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447212/SRR447212_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447212/SRR447212_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447212/SRR447212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447212/SRR447212_2.fastq.gz;							4507529	7793392f9290bb5cc241fd6ff91966ab	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447212	fasp.sra.ebi.ac.uk:/vol1/srr/SRR447/SRR447212	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447212				EX336960VC11		Lactobacillus vaginalis EX336960VC11	2012-07-30
PRJNA50137	SRP011764	SAMN00829609	SRS302266	SRX130904	SRR447213	SRA050972	858675	Lactobacillus vaginalis EX336960VC11	ILLUMINA	Illumina Genome Analyzer II	Lactobacillus vaginalis EX336960VC11-library	PAIRED		WGS	GENOMIC	RANDOM	460840	46084000	Virginia Commonwealth University	2012-07-30	2015-06-19	Illumina Genome Analyzer II sequencing; Lactobacillus vaginalis EX336960VC11-library	Demonstration Project Reference Genome for Human Microbiome Project	EX336960VC12	EX336960VC12	EX336960VC12	15646207;15931340;	257c9ba2eb63acc3c815ae6cb28e8fe8;8063951fe31281370f4930465991ec2f;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447213/SRR447213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447213/SRR447213_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447213/SRR447213_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447213/SRR447213_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447213/SRR447213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447213/SRR447213_2.fastq.gz;							16850891	4f92669be89271e9fce2828a9065d6ba	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447213	fasp.sra.ebi.ac.uk:/vol1/srr/SRR447/SRR447213	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447213				EX336960VC12		VCU VaHMP Lactobacillus vaginalis EX336960VC12	2012-07-30
PRJNA50139	SRP011765	SAMN00829391	SRS302056	SRX130892	SRR447214	SRA050972	858672	Lactobacillus gasseri EX336960VC13	ILLUMINA	Illumina Genome Analyzer II	Lactobacillus gasseri EX336960VC13-library	PAIRED		WGS	GENOMIC	RANDOM	354571	35457100	Virginia Commonwealth University	2012-07-30	2015-06-19	Illumina Genome Analyzer II sequencing; Lactobacillus gasseri EX336960VC13-library	Demonstration Project Reference Genome for Human Microbiome Project	EX336960VC13	EX336960VC13	EX336960VC13	11685451;11940672;	7503e6217082317d85c111d1ec481d22;1737f0c69e137adc22b5409c24134f03;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447214/SRR447214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447214/SRR447214_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447214/SRR447214_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447214/SRR447214_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447214/SRR447214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447214/SRR447214_2.fastq.gz;							12920761	a1d7272db8a3cac596375d077b00cda6	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447214	fasp.sra.ebi.ac.uk:/vol1/srr/SRR447/SRR447214	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447214				EX336960VC13		Lactobacillus gasseri EX336960VC13	2012-07-30
PRJNA50141	SRP011766	SAMN00829392	SRS302057	SRX130893	SRR447215	SRA050972	858673	Lactobacillus gasseri EX336960VC15	ILLUMINA	Illumina Genome Analyzer II	Lactobacillus gasseri EX336960VC15-library	PAIRED		WGS	GENOMIC	RANDOM	758830	75883000	Virginia Commonwealth University	2012-07-30	2015-06-19	Illumina Genome Analyzer II sequencing; Lactobacillus gasseri EX336960VC15-library	Demonstration Project Reference Genome for Human Microbiome Project	EX336960VC15	EX336960VC15	EX336960VC15	25138059;25548495;	8970b08e314c8cf619df6df1d27ea719;6daf05c0ec63f528cab261d6437a3f68;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447215/SRR447215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447215/SRR447215_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447215/SRR447215_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447215/SRR447215_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447215/SRR447215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447215/SRR447215_2.fastq.gz;							27443014	56ab8701bf94fb794f8f257d54e4e73d	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447215	fasp.sra.ebi.ac.uk:/vol1/srr/SRR447/SRR447215	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447215				EX336960VC15		Lactobacillus gasseri EX336960VC15	2012-07-30
PRJNA50159	SRP011607	SAMN00829120	SRS301815	SRX130332	SRR447225	SRA050972	858651	Lactobacillus crispatus EX533959VC01	LS454	454 GS FLX Titanium	Lactobacillus crispatus EX533959VC01-library	SINGLE		WGS	GENOMIC	RANDOM	123756	74906200	Virginia Commonwealth University	2012-07-30	2015-06-19	454 GS FLX Titanium sequencing; Lactobacillus crispatus EX533959VC01 Sequencing	Demonstration Project Reference Genome for Human Microbiome Project	EX533959VC01	EX533959VC01	EX533959VC01	53001838	c9d2890d27ed609b5410ac43aafcc5ac	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447225/SRR447225.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447225/SRR447225.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447225/SRR447225.fastq.gz							163470944	42d814f87e4b9837aa95f4513a851c25	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447225	fasp.sra.ebi.ac.uk:/vol1/srr/SRR447/SRR447225	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447225				EX533959VC01		Lactobacillus crispatus EX533959VC01	2012-07-30
PRJNA50159	SRP011607	SAMN00829120	SRS301815	SRX130910	SRR447226	SRA050972	858651	Lactobacillus crispatus EX533959VC01	ILLUMINA	Illumina Genome Analyzer II	Lactobacillus crispatus EX533959VC01-library	PAIRED		WGS	GENOMIC	RANDOM	136469	13646900	Virginia Commonwealth University	2012-07-30	2015-06-19	Illumina Genome Analyzer II sequencing; VCU VaHMP Lactobacillus crispatus EX533959VC01	Demonstration Project Reference Genome for Human Microbiome Project	EX533959VC01	EX533959VC01-1	EX533959VC01-1	4605096;4683235;	29ac0b1d3214444292134d9b69b48ab9;5cba7b385ed41aa0948f7d4ad348fbcd;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447226/SRR447226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447226/SRR447226_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447226/SRR447226_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447226/SRR447226_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447226/SRR447226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447226/SRR447226_2.fastq.gz;							4956661	ea5bdeae0cda0689ebe3f11e1e0f7320	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447226	fasp.sra.ebi.ac.uk:/vol1/srr/SRR447/SRR447226	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447226				EX533959VC01		Lactobacillus crispatus EX533959VC01	2012-07-30
PRJNA50161	SRP011767	SAMN00829393	SRS302058	SRX130894	SRR447227	SRA050972	858652	Lactobacillus jensenii EX533959VC02	ILLUMINA	Illumina Genome Analyzer II	Lactobacillus crispatus EX533959VC02-library	PAIRED		WGS	GENOMIC	RANDOM	172539	17253900	Virginia Commonwealth University	2012-07-30	2015-06-19	Illumina Genome Analyzer II sequencing; Lactobacillus crispatus EX533959VC02-library	Demonstration Project Reference Genome for Human Microbiome Project	EX533959VC02	EX533959VC02	EX533959VC02	5748279;5820804;	4899cd312d9a0322e0fa7a064d1395bd;dcb8e37b812dcd2efd42e5f2a0201735;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447227/SRR447227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447227/SRR447227_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447227/SRR447227_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447227/SRR447227_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447227/SRR447227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447227/SRR447227_2.fastq.gz;							6143894	6dd6e094bdd3ea1a7a0966178522c753	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447227	fasp.sra.ebi.ac.uk:/vol1/srr/SRR447/SRR447227	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447227				EX533959VC02		Lactobacillus crispatus EX533959VC02	2012-07-30
PRJNA50163	SRP011768	SAMN00829394	SRS302059	SRX130895	SRR447228	SRA050972	858653	Lactobacillus crispatus EX533959VC03	ILLUMINA	Illumina Genome Analyzer II	Lactobacillus crispatus EX533959VC03-library	PAIRED		WGS	GENOMIC	RANDOM	398577	39857700	Virginia Commonwealth University	2012-07-30	2015-06-19	Illumina Genome Analyzer II sequencing; Lactobacillus crispatus EX533959VC03-library	Demonstration Project Reference Genome for Human Microbiome Project	EX533959VC03	EX533959VC03	EX533959VC03	13647778;13843015;	1aeb27c1f67e0f1f2fba94b3716753ab;fa7cacefb53fd919192f95cc88161b32;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447228/SRR447228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447228/SRR447228_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447228/SRR447228_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447228/SRR447228_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447228/SRR447228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447228/SRR447228_2.fastq.gz;							14676090	f70d01a7d4d7a0fe77ee88af49d0fefb	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447228	fasp.sra.ebi.ac.uk:/vol1/srr/SRR447/SRR447228	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447228				EX533959VC03		Lactobacillus crispatus EX533959VC03	2012-07-30
PRJNA50165	SRP011769	SAMN00829395	SRS302060	SRX130896	SRR447229	SRA050972	858654	Lactobacillus crispatus EX533959VC04	ILLUMINA	Illumina Genome Analyzer II	Lactobacillus crispatus EX533959VC04-library	PAIRED		WGS	GENOMIC	RANDOM	697276	69727600	Virginia Commonwealth University	2012-07-30	2015-06-19	Illumina Genome Analyzer II sequencing; Lactobacillus crispatus EX533959VC04-library	Demonstration Project Reference Genome for Human Microbiome Project	EX533959VC04	EX533959VC04	EX533959VC04	23476373;23744510;	4b12c400fcd9e8fb72a5242236effcf3;733b825d30f3e7465cf4c0dfb6cd7a7d;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447229/SRR447229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447229/SRR447229_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447229/SRR447229_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447229/SRR447229_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447229/SRR447229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447229/SRR447229_2.fastq.gz;							25440369	d4f3c8367f17b60bf7792062d05e2493	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447229	fasp.sra.ebi.ac.uk:/vol1/srr/SRR447/SRR447229	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447229				EX533959VC04		Lactobacillus crispatus EX533959VC04	2012-07-30
PRJNA50167	SRP011770	SAMN00829396	SRS302061	SRX130897	SRR447230	SRA050972	858655	Lactobacillus crispatus EX533959VC05	ILLUMINA	Illumina Genome Analyzer II	Lactobacillus crispatus EX533959VC05-library	PAIRED		WGS	GENOMIC	RANDOM	315114	31511400	Virginia Commonwealth University	2012-07-30	2015-06-19	Illumina Genome Analyzer II sequencing; Lactobacillus crispatus EX533959VC05-library	Demonstration Project Reference Genome for Human Microbiome Project	EX533959VC05	EX533959VC05	EX533959VC05	10443886;10628439;	68cea5cfdc38420a4705cca95d8cbf9d;7a4ccbd42e4daed64d33a2f336f24385;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447230/SRR447230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447230/SRR447230_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447230/SRR447230_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447230/SRR447230_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447230/SRR447230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447230/SRR447230_2.fastq.gz;							11308083	fd41f82835820fb0fab1fec527c09d42	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447230	fasp.sra.ebi.ac.uk:/vol1/srr/SRR447/SRR447230	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447230				EX533959VC05		Lactobacillus crispatus EX533959VC05	2012-07-30
PRJNA50169	SRP011771	SAMN00829397	SRS302062	SRX130898	SRR447231	SRA050972	858656	Lactobacillus crispatus EX533959VC06	ILLUMINA	Illumina Genome Analyzer II	Lactobacillus crispatus EX533959VC06-library	PAIRED		WGS	GENOMIC	RANDOM	57849	5784900	Virginia Commonwealth University	2012-07-30	2015-06-19	Illumina Genome Analyzer II sequencing; Lactobacillus crispatus EX533959VC06-library	Demonstration Project Reference Genome for Human Microbiome Project	EX533959VC06	EX533959VC06	EX533959VC06	1933015;1958286;	aab18bd41d4de05c57c526363f32fc33;1700ce3415f953b3365c0441ccdfc18b;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447231/SRR447231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447231/SRR447231_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447231/SRR447231_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447231/SRR447231_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447231/SRR447231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447231/SRR447231_2.fastq.gz;							2049356	8f8a529e0c6ab7515398b6980b3f6d24	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447231	fasp.sra.ebi.ac.uk:/vol1/srr/SRR447/SRR447231	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447231				EX533959VC06		Lactobacillus crispatus EX533959VC06	2012-07-30
PRJNA50171	SRP011608	SAMN00829121	SRS301816	SRX130333	SRR447232	SRA050972	858657	Lactobacillus crispatus EX533959VC07	LS454	454 GS FLX Titanium	Lactobacillus crispatus EX533959VC07-library	SINGLE		WGS	GENOMIC	RANDOM	75804	45927438	Virginia Commonwealth University	2012-07-30	2015-06-19	454 GS FLX Titanium sequencing; Lactobacillus crispatus EX533959VC07 Sequencing	Demonstration Project Reference Genome for Human Microbiome Project	EX533959VC07	EX533959VC07	EX533959VC07	32413832	9f81b2b3a8c96a6ca4d7ee2d73a1ebec	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447232/SRR447232.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447232/SRR447232.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447232/SRR447232.fastq.gz							100121341	2b73cef5d7cd1d046b8fb061cf95ba09	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447232	fasp.sra.ebi.ac.uk:/vol1/srr/SRR447/SRR447232	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447232				EX533959VC07		Lactobacillus crispatus EX533959VC07	2012-07-30
PRJNA50173	SRP011609	SAMN00829122	SRS301817	SRX130334	SRR447233	SRA050972	858697	Lactobacillus crispatus EX533959VC13	LS454	454 GS FLX Titanium	Bifidobacterium breve EX533959VC13-library	SINGLE		WGS	GENOMIC	RANDOM	74165	44096543	Virginia Commonwealth University	2012-07-30	2015-06-19	454 GS FLX Titanium sequencing; Bifidobacterium breve EX533959VC13 Sequencing	Demonstration Project Reference Genome for Human Microbiome Project	EX533959VC13	EX533959VC13	EX533959VC13	30170365	a71c40270d31712ebd66f676e8ff25e2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447233/SRR447233.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447233/SRR447233.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447233/SRR447233.fastq.gz							96119996	cf8c48231ca694a81d30f3af22049450	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447233	fasp.sra.ebi.ac.uk:/vol1/srr/SRR447/SRR447233	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447233				EX533959VC13		Bifidobacterium breve EX533959VC13	2012-07-30
PRJNA50173	SRP011609	SAMN00829122	SRS301817	SRX130911	SRR447234	SRA050972	858697	Lactobacillus crispatus EX533959VC13	ILLUMINA	Illumina Genome Analyzer II	Bifidobacterium breve EX533959VC13-library	PAIRED		WGS	GENOMIC	RANDOM	487717	48771700	Virginia Commonwealth University	2012-07-30	2015-06-19	Illumina Genome Analyzer II sequencing; VCU VaHMP Bifidobacterium breve EX533959VC13	Demonstration Project Reference Genome for Human Microbiome Project	EX533959VC13	EX533959VC13-1	EX533959VC13-1	16302063;16471387;	c079cc5f8df790540f6dc4ef83605b18;7897c44d83d947c39b7ab7c5001a12b4;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447234/SRR447234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447234/SRR447234_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447234/SRR447234_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447234/SRR447234_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447234/SRR447234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447234/SRR447234_2.fastq.gz;							17586284	eff5a9bb613703238dc389b93dde5a78	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447234	fasp.sra.ebi.ac.uk:/vol1/srr/SRR447/SRR447234	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447234				EX533959VC13		Bifidobacterium breve EX533959VC13	2012-07-30
PRJNA50053	SRP011773	SAMN00829399	SRS302064	SRX130900	SRR447236	SRA050972	858650	Lactobacillus crispatus EX849587VC02	ILLUMINA	Illumina Genome Analyzer II	Lactobacillus crispatus EX849587VC02-library	PAIRED		WGS	GENOMIC	RANDOM	2989648	298964800	Virginia Commonwealth University	2012-07-30	2015-06-19	Illumina Genome Analyzer II sequencing; Lactobacillus crispatus EX849587VC02-library	Demonstration Project Reference Genome for Human Microbiome Project	EX849587VC02	EX849587VC02	EX849587VC02	97127181;98732424;	0bfddba35ed3144d890aa2ce8bb20479;93ca6630d9e27fd48556afdf1ee069d3;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447236/SRR447236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447236/SRR447236_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447236/SRR447236_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447236/SRR447236_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447236/SRR447236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447236/SRR447236_2.fastq.gz;							106556177	39e34b804edb647d9224b0ac256e7cff	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447236	fasp.sra.ebi.ac.uk:/vol1/srr/SRR447/SRR447236	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447236				EX849587VC02		Lactobacillus crispatus EX849587VC02	2012-07-30
PRJNA50055	SRP011774	SAMN00829400	SRS302065	SRX130901	SRR447237	SRA050972	858663	Lactobacillus jensenii EX849587VC03	ILLUMINA	Illumina Genome Analyzer II	Lactobacillus jensenii EX849587VC03-library	PAIRED		WGS	GENOMIC	RANDOM	1914781	191478100	Virginia Commonwealth University	2012-07-30	2015-06-19	Illumina Genome Analyzer II sequencing; Lactobacillus jensenii EX849587VC03-library	Demonstration Project Reference Genome for Human Microbiome Project	EX849587VC03	EX849587VC03	EX849587VC03	61778145;62516983;	061827c537b8d8bd9447a2433106cb77;f862d7e9ec3572f12bf629a9d4427914;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447237/SRR447237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447237/SRR447237_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447237/SRR447237_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447237/SRR447237_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447237/SRR447237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447237/SRR447237_2.fastq.gz;							67733814	96462f5cb140a23bab3a39b4244f948e	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447237	fasp.sra.ebi.ac.uk:/vol1/srr/SRR447/SRR447237	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447237				EX849587VC03		Lactobacillus jensenii EX849587VC03	2012-07-30
PRJNA50057	SRP011610	SAMN00829123	SRS301818	SRX130335	SRR447238	SRA050972	858658	Lactobacillus crispatus EX849587VC04	LS454	454 GS FLX Titanium	Lactobacillus crispatus EX849587VC04-library	SINGLE		WGS	GENOMIC	RANDOM	115947	71664815	Virginia Commonwealth University	2012-07-30	2015-06-19	454 GS FLX Titanium sequencing; Lactobacillus crispatus EX849587VC04 Sequencing	Demonstration Project Reference Genome for Human Microbiome Project	EX849587VC04	EX849587VC04	EX849587VC04	50318709	ea11cdfdd33457e994fd5ba9b1e9e1dd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447238/SRR447238.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR447/SRR447238/SRR447238.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR447/SRR447238/SRR447238.fastq.gz							155313160	22b5e515feaced8ce2f395b2a9ab6d95	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447238	fasp.sra.ebi.ac.uk:/vol1/srr/SRR447/SRR447238	ftp.sra.ebi.ac.uk/vol1/srr/SRR447/SRR447238				EX849587VC04		Lactobacillus crispatus EX849587VC04	2012-07-30
